Product ID,Product Name,Segment,Category - Subcategory,Product Weight Pounds
FUR-FU-3033,"advantus frame, duo pack",Consumer,Furniture - Furnishings,125
OFF-PA-6361,"white dual perf computer printout paper, 2700 sheets, 1 part, heavyweight, 20 lbs., 14 7/8 x 11",Home Office,Office Supplies - Paper,48
OFF-SU-4136,"elite trimmer, high speed",Consumer,Office Supplies - Supplies,71
OFF-FA-6129,staples,Consumer,Office Supplies - Fasteners,84
TEC-CO-5990,"sharp copy machine, color",Corporate,Technology - Copiers,109
OFF-AR-3459,"bic markers, water color",Consumer,Office Supplies - Art,16
OFF-SU-2967,"acme box cutter, serrated",Corporate,Office Supplies - Supplies,48
OFF-AR-6108,"stanley canvas, water color",Consumer,Office Supplies - Art,45
OFF-BI-3325,"avery trapezoid ring binder, 3"" capacity, black, 1040 sheets",Consumer,Office Supplies - Binders,43
FUR-BO-4847,"ikea 3-shelf cabinet, traditional",Corporate,Furniture - Bookcases,136
FUR-FU-6238,"tenex clock, durable",Corporate,Furniture - Furnishings,136
OFF-AR-5913,"sanford highlighters, water color",Corporate,Office Supplies - Art,115
OFF-AP-3838,"commercial windtunnel clean air upright vacuum, replacement belts, filtration bags",Consumer,Office Supplies - Appliances,74
TEC-PH-5251,"motorola headset, cordless",Consumer,Technology - Phones,140
OFF-ST-4258,"fellowes file cart, industrial",Corporate,Office Supplies - Storage,10
TEC-PH-5364,nortel meridian m5316 digital phone,Consumer,Technology - Phones,121
FUR-CH-5436,"office star bag chairs, set of two",Consumer,Furniture - Chairs,35
OFF-AR-3548,"boston pens, fluorescent",Consumer,Office Supplies - Art,146
OFF-LA-3260,"avery color coded labels, 5000 label set",Corporate,Office Supplies - Labels,129
OFF-PA-6600,"xerox cards & envelopes, 8.5 x 11",Corporate,Office Supplies - Paper,97
OFF-BI-4297,"fellowes twister kit, gray/clear, 3/pkg",Consumer,Office Supplies - Binders,116
OFF-PA-6621,"xerox parchment paper, 8.5 x 11",Consumer,Office Supplies - Paper,107
FUR-BO-3625,"bush classic bookcase, mobile",Corporate,Furniture - Bookcases,71
OFF-AR-3492,"binney & smith pencil sharpener, easy-erase",Consumer,Office Supplies - Art,98
OFF-FA-3063,"advantus rubber bands, metal",Consumer,Office Supplies - Fasteners,47
OFF-EN-3665,"cameo mailers, recycled",Consumer,Office Supplies - Envelopes,110
TEC-MA-5018,"konica receipt printer, durable",Consumer,Technology - Machines,123
TEC-PH-5836,"samsung signal booster, full size",Consumer,Technology - Phones,37
TEC-PH-5608,plantronics mx500i earset,Home Office,Technology - Phones,103
FUR-FU-5723,"rubbermaid door stop, black",Corporate,Furniture - Furnishings,9
OFF-AR-5926,"sanford pens, fluorescent",Corporate,Office Supplies - Art,109
TEC-AC-5181,"maxell 74 minute cd-r spindle, 50/pack",Corporate,Technology - Accessories,142
TEC-MA-5011,"konica phone, red",Corporate,Technology - Machines,145
OFF-BI-6406,wilson jones international size a4 ring binders,Consumer,Office Supplies - Binders,105
OFF-PA-4482,"green bar parchment paper, multicolor",Consumer,Office Supplies - Paper,64
OFF-AP-4748,"hoover toaster, silver",Consumer,Office Supplies - Appliances,14
OFF-ST-6274,"tenex shelving, single width",Home Office,Office Supplies - Storage,93
OFF-AR-3545,"boston pencil sharpener, water color",Corporate,Office Supplies - Art,74
OFF-ST-4107,"eldon trays, single width",Consumer,Office Supplies - Storage,15
OFF-AR-3452,"bic highlighters, easy-erase",Consumer,Office Supplies - Art,72
OFF-PA-3991,"eaton computer printout paper, multicolor",Home Office,Office Supplies - Paper,17
OFF-BI-2917,"acco index tab, clear",Corporate,Office Supplies - Binders,147
OFF-LA-6061,"smead shipping labels, 5000 label set",Corporate,Office Supplies - Labels,93
FUR-FU-3931,"deflect-o clock, erganomic",Corporate,Furniture - Furnishings,57
OFF-SU-6165,"stiletto letter opener, easy grip",Corporate,Office Supplies - Supplies,121
OFF-BI-5093,lock-up easel 'spel-binder',Corporate,Office Supplies - Binders,37
OFF-SU-4996,"kleencut trimmer, steel",Consumer,Office Supplies - Supplies,68
OFF-ST-5710,"rogers trays, industrial",Corporate,Office Supplies - Storage,43
FUR-CH-5441,"office star executive leather armchair, adjustable",Consumer,Furniture - Chairs,46
FUR-BO-3648,"bush stackable bookrack, traditional",Corporate,Furniture - Bookcases,46
OFF-PA-5886,"sandisk note cards, premium",Corporate,Office Supplies - Paper,95
OFF-BI-3725,"cardinal binding machine, durable",Corporate,Office Supplies - Binders,90
FUR-FU-3034,"advantus frame, durable",Corporate,Furniture - Furnishings,88
FUR-BO-4621,hon 4-shelf metal bookcases,Consumer,Furniture - Bookcases,82
TEC-AC-5881,"sandisk mouse, erganomic",Corporate,Technology - Accessories,117
FUR-FU-3028,"advantus door stop, duo pack",Consumer,Furniture - Furnishings,37
TEC-CO-4590,"hewlett wireless fax, color",Corporate,Technology - Copiers,29
OFF-ST-6058,"smead shelving, industrial",Consumer,Office Supplies - Storage,44
FUR-FU-3024,"advantus clock, duo pack",Corporate,Furniture - Furnishings,132
TEC-CO-3602,"brother ink, laser",Consumer,Technology - Copiers,40
OFF-LA-6063,"smead shipping labels, alphabetical",Consumer,Office Supplies - Labels,69
FUR-BO-3637,"bush floating shelf set, traditional",Corporate,Furniture - Bookcases,76
FUR-FU-5731,"rubbermaid light bulb, black",Corporate,Furniture - Furnishings,85
FUR-TA-4705,"hon training table, adjustable height",Consumer,Furniture - Tables,16
OFF-ST-4260,"fellowes file cart, wire frame",Consumer,Office Supplies - Storage,106
OFF-SU-6160,"stiletto box cutter, easy grip",Corporate,Office Supplies - Supplies,110
OFF-SU-2977,"acme letter opener, easy grip",Consumer,Office Supplies - Supplies,135
FUR-FU-4756,"howard miller 12"" round wall clock",Corporate,Furniture - Furnishings,29
OFF-ST-4105,"eldon trays, blue",Home Office,Office Supplies - Storage,127
TEC-AC-4173,"enermax mouse, programmable",Corporate,Technology - Accessories,134
TEC-PH-5263,"motorola signal booster, cordless",Corporate,Technology - Phones,73
OFF-ST-6040,"smead folders, single width",Home Office,Office Supplies - Storage,69
FUR-CH-4653,hon every-day series multi-task chairs,Consumer,Furniture - Chairs,18
FUR-BO-5760,"safco classic bookcase, metal",Consumer,Furniture - Bookcases,118
OFF-EN-3663,"cameo interoffice envelope, set of 50",Consumer,Office Supplies - Envelopes,78
OFF-BI-3258,"avery binding machine, recycled",Home Office,Office Supplies - Binders,147
OFF-EN-4916,"jiffy mailers, set of 50",Consumer,Office Supplies - Envelopes,89
OFF-PA-6568,xerox 206,Corporate,Office Supplies - Paper,126
OFF-ST-6283,"tenex trays, single width",Corporate,Office Supplies - Storage,97
TEC-PH-3147,"apple smart phone, cordless",Corporate,Technology - Phones,53
OFF-BI-4816,"ibico binding machine, durable",Consumer,Office Supplies - Binders,144
OFF-ST-3851,crate-a-files,Corporate,Office Supplies - Storage,8
FUR-CH-4669,hon mobius operator's chair,Consumer,Furniture - Chairs,94
OFF-FA-6190,"stockwell paper clips, bulk pack",Corporate,Office Supplies - Fasteners,126
OFF-AP-4960,"kitchenaid refrigerator, black",Corporate,Office Supplies - Appliances,90
TEC-AC-5866,"sandisk keyboard, programmable",Consumer,Technology - Accessories,142
OFF-AP-3572,"breville microwave, silver",Consumer,Office Supplies - Appliances,31
OFF-AP-3569,"breville coffee grinder, white",Corporate,Office Supplies - Appliances,122
TEC-PH-3148,"apple smart phone, full size",Corporate,Technology - Phones,143
TEC-PH-3791,"cisco headset, full size",Consumer,Technology - Phones,93
OFF-PA-5868,"sandisk memo slips, 8.5 x 11",Corporate,Office Supplies - Paper,68
OFF-AR-3539,"boston markers, fluorescent",Corporate,Office Supplies - Art,20
OFF-EN-4924,"jiffy peel and seal, security-tint",Home Office,Office Supplies - Envelopes,132
OFF-PA-6618,"xerox note cards, multicolor",Consumer,Office Supplies - Paper,25
TEC-PH-5842,"samsung smart phone, with caller id",Corporate,Technology - Phones,30
TEC-PH-3136,apple iphone 5,Home Office,Technology - Phones,96
FUR-BO-5747,"safco 3-shelf cabinet, pine",Corporate,Furniture - Bookcases,62
TEC-PH-5357,"nokia speaker phone, cordless",Home Office,Technology - Phones,121
FUR-TA-4707,"hon training table, rectangular",Consumer,Furniture - Tables,58
OFF-BI-3723,"cardinal binder, recycled",Corporate,Office Supplies - Binders,113
OFF-ST-6048,"smead lockers, single width",Consumer,Office Supplies - Storage,88
FUR-CH-5395,"novimex rocking chair, black",Consumer,Furniture - Chairs,11
OFF-ST-3079,akro-mils 12-gallon tote,Consumer,Office Supplies - Storage,136
OFF-BI-2899,"acco binding machine, clear",Consumer,Office Supplies - Binders,41
OFF-EN-5039,"kraft manila envelope, set of 50",Corporate,Office Supplies - Envelopes,119
FUR-BO-3632,"bush cubix collection bookcases, fully assembled",Consumer,Furniture - Bookcases,82
TEC-AC-4180,"enermax numeric keypad, usb",Corporate,Technology - Accessories,8
FUR-BO-3628,"bush corner shelving, metal",Corporate,Furniture - Bookcases,54
OFF-ST-4266,"fellowes lockers, blue",Consumer,Office Supplies - Storage,100
OFF-LA-6062,"smead shipping labels, adjustable",Consumer,Office Supplies - Labels,128
OFF-AP-4737,"hoover refrigerator, silver",Corporate,Office Supplies - Appliances,14
OFF-SU-4123,"elite ruler, easy grip",Home Office,Office Supplies - Supplies,6
OFF-LA-3263,"avery color coded labels, laser printer compatible",Consumer,Office Supplies - Labels,135
OFF-AP-4953,"kitchenaid coffee grinder, red",Home Office,Office Supplies - Appliances,125
TEC-AC-5220,"memorex numeric keypad, bluetooth",Corporate,Technology - Accessories,93
OFF-AP-3576,"breville refrigerator, silver",Consumer,Office Supplies - Appliances,115
OFF-AR-3481,"binney & smith highlighters, blue",Corporate,Office Supplies - Art,121
OFF-ST-5705,"rogers shelving, blue",Home Office,Office Supplies - Storage,58
OFF-BI-6384,"wilson jones binding machine, economy",Corporate,Office Supplies - Binders,99
OFF-SU-2990,"acme scissors, serrated",Consumer,Office Supplies - Supplies,104
OFF-SU-4119,"elite box cutter, steel",Home Office,Office Supplies - Supplies,74
OFF-AP-3870,"cuisinart refrigerator, silver",Consumer,Office Supplies - Appliances,105
FUR-CH-4397,global comet stacking armless chair,Consumer,Furniture - Chairs,73
OFF-ST-4261,"fellowes folders, blue",Consumer,Office Supplies - Storage,39
TEC-AC-5104,logitech g13 programmable gameboard with lcd display,Corporate,Technology - Accessories,104
TEC-AC-5202,"memorex keyboard, usb",Corporate,Technology - Accessories,41
OFF-PA-3995,"eaton memo slips, multicolor",Consumer,Office Supplies - Paper,95
TEC-PH-5247,"motorola audio dock, full size",Consumer,Technology - Phones,144
OFF-EN-3090,"ames business envelopes, set of 50",Consumer,Office Supplies - Envelopes,30
OFF-BI-3739,"cardinal index tab, economy",Consumer,Office Supplies - Binders,87
FUR-TA-3336,"barricks coffee table, adjustable height",Home Office,Furniture - Tables,86
OFF-ST-4252,"fellowes box, single width",Consumer,Office Supplies - Storage,36
OFF-AP-4933,kensington 7 outlet masterpiece power center,Consumer,Office Supplies - Appliances,141
OFF-ST-4288,fellowes stor/drawer steel plus storage drawers,Corporate,Office Supplies - Storage,137
OFF-BI-4835,ibico recycled grain-textured covers,Corporate,Office Supplies - Binders,24
TEC-MA-5493,"okidata calculator, durable",Corporate,Technology - Machines,135
FUR-FU-3066,"advantus stacking tray, durable",Home Office,Furniture - Furnishings,132
OFF-LA-4537,"harbour creations legal exhibit labels, 5000 label set",Consumer,Office Supplies - Labels,15
OFF-ST-6026,"smead box, wire frame",Home Office,Office Supplies - Storage,64
OFF-PA-4461,"green bar cards & envelopes, 8.5 x 11",Consumer,Office Supplies - Paper,88
FUR-CH-5446,"office star rocking chair, adjustable",Corporate,Furniture - Chairs,116
OFF-BI-4823,"ibico hole reinforcements, clear",Consumer,Office Supplies - Binders,13
OFF-ST-4063,"eldon folders, wire frame",Consumer,Office Supplies - Storage,33
TEC-PH-5813,"samsung audio dock, full size",Consumer,Technology - Phones,7
FUR-FU-6260,"tenex light bulb, erganomic",Consumer,Furniture - Furnishings,100
OFF-AR-4332,fluorescent highlighters by dixon,Home Office,Office Supplies - Art,29
TEC-AC-5860,"sandisk flash drive, bluetooth",Corporate,Technology - Accessories,95
OFF-ST-6057,"smead shelving, blue",Home Office,Office Supplies - Storage,27
FUR-CH-4423,"global stack chair without arms, black",Home Office,Furniture - Chairs,21
OFF-BI-3735,"cardinal hole reinforcements, economy",Corporate,Office Supplies - Binders,40
OFF-ST-6228,"tenex box, blue",Consumer,Office Supplies - Storage,97
TEC-PH-5825,"samsung headset, full size",Consumer,Technology - Phones,32
OFF-AR-3553,"boston sketch pad, easy-erase",Consumer,Office Supplies - Art,147
TEC-MA-5000,"konica calculator, white",Consumer,Technology - Machines,130
TEC-PH-3801,"cisco signal booster, full size",Consumer,Technology - Phones,138
FUR-FU-3037,"advantus light bulb, duo pack",Consumer,Furniture - Furnishings,16
OFF-BI-3474,binding machine supplies,Home Office,Office Supplies - Binders,32
TEC-CO-3710,"canon wireless fax, laser",Home Office,Technology - Copiers,102
OFF-PA-3989,"eaton cards & envelopes, recycled",Corporate,Office Supplies - Paper,88
FUR-FU-6255,"tenex frame, durable",Corporate,Furniture - Furnishings,147
OFF-BI-3246,"avery binder covers, clear",Corporate,Office Supplies - Binders,118
OFF-ST-6248,"tenex file cart, single width",Consumer,Office Supplies - Storage,139
TEC-PH-3141,"apple office telephone, voip",Corporate,Technology - Phones,12
TEC-AC-5219,"memorex mouse, usb",Home Office,Technology - Accessories,66
TEC-AC-5135,"logitech router, erganomic",Corporate,Technology - Accessories,25
OFF-SU-4991,"kleencut shears, serrated",Consumer,Office Supplies - Supplies,56
OFF-AR-6107,"stanley canvas, fluorescent",Corporate,Office Supplies - Art,80
OFF-PA-6303,things to do today pad,Consumer,Office Supplies - Paper,109
TEC-AC-5099,"logitech flash drive, bluetooth",Consumer,Technology - Accessories,10
OFF-ST-6033,"smead file cart, single width",Consumer,Office Supplies - Storage,11
OFF-BI-2904,"acco data flex cable posts for top & bottom load binders, 6"" capacity",Home Office,Office Supplies - Binders,53
OFF-EN-4903,"jiffy business envelopes, recycled",Consumer,Office Supplies - Envelopes,53
OFF-LA-4540,"harbour creations legal exhibit labels, laser printer compatible",Consumer,Office Supplies - Labels,60
OFF-AR-5911,"sanford highlighters, easy-erase",Corporate,Office Supplies - Art,75
OFF-PA-3987,"eaton cards & envelopes, multicolor",Corporate,Office Supplies - Paper,146
OFF-PA-4481,"green bar parchment paper, 8.5 x 11",Consumer,Office Supplies - Paper,67
OFF-AP-4496,"hamilton beach coffee grinder, white",Corporate,Office Supplies - Appliances,53
FUR-CH-5440,"office star chairmat, set of two",Home Office,Furniture - Chairs,33
OFF-PA-4160,"enermax memo slips, multicolor",Consumer,Office Supplies - Paper,78
OFF-PA-4168,"enermax message books, multicolor",Consumer,Office Supplies - Paper,52
OFF-BI-3295,"avery index tab, economy",Consumer,Office Supplies - Binders,5
OFF-ST-6229,"tenex box, industrial",Home Office,Office Supplies - Storage,49
TEC-PH-5248,"motorola audio dock, voip",Corporate,Technology - Phones,54
OFF-PA-4471,"green bar memo slips, multicolor",Home Office,Office Supplies - Paper,82
OFF-ST-5704,rogers profile extra capacity storage tub,Home Office,Office Supplies - Storage,146
OFF-PA-6559,xerox 2,Consumer,Office Supplies - Paper,87
FUR-CH-5751,"safco bag chairs, black",Home Office,Furniture - Chairs,91
OFF-PA-6528,xerox 1971,Consumer,Office Supplies - Paper,71
FUR-BO-4857,"ikea floating shelf set, mobile",Consumer,Furniture - Bookcases,135
TEC-CO-4767,"hp copy machine, laser",Consumer,Technology - Copiers,62
FUR-TA-3560,bretford cr4500 series slim rectangular table,Consumer,Furniture - Tables,37
OFF-AP-3558,"bravo ii megaboss 12-amp hard body upright, replacement belts, 2 belts per pack",Corporate,Office Supplies - Appliances,5
OFF-PA-5878,"sandisk message books, premium",Consumer,Office Supplies - Paper,59
OFF-AR-6123,"stanley pens, fluorescent",Corporate,Office Supplies - Art,96
TEC-PH-5826,"samsung headset, voip",Consumer,Technology - Phones,49
FUR-FU-5725,"rubbermaid door stop, durable",Consumer,Furniture - Furnishings,39
TEC-CO-3681,"canon copy machine, laser",Consumer,Technology - Copiers,65
OFF-LA-4687,"hon round labels, alphabetical",Consumer,Office Supplies - Labels,53
OFF-LA-3316,"avery round labels, alphabetical",Home Office,Office Supplies - Labels,126
OFF-AP-3365,belkin 7 outlet surgemaster ii,Corporate,Office Supplies - Appliances,86
OFF-PA-5893,"sandisk parchment paper, recycled",Home Office,Office Supplies - Paper,109
